{game},Game Name
{game},Hex 
{game},TNT tumble
{game},Jackpot 
{game},Wild West Gold
{game},Amazing Money Machine
{game},Sweet Bonanza 
{game},Mustang Gold 
{game},Gates of Olympus 
{game},Big Bass Bonanza 
{game},Wild Wild Riches
{game},Might of Ra
{game},Book of 99
{game},Fruit Party 
{game},Bingo 
{game},Temple Tumble
{game},Pyramid King
{game},Money Train 2 
{game},The Dog House Megaways
{game},Crystal Land
{game},Snake Arena
{game},Buffalo King 
{game},Double Flame
